gcl_sequence_id	pire_sequence_id	extraction_id	correction_applied	correction_id	correction_details	correction_date
SdA0906101FWGSZ	Sde-ASac_061-Ex1-1F-WGS-3-Zymo	Sde-ASac_061-Ex1	FALSE			
SdA0906201GWGSU	Sde-ASac_062-Ex1-1G-WGS-2-Untreated	Sde-ASac_062-Ex1	FALSE			
SdA0906201GWGSZ	Sde-ASac_062-Ex1-1G-WGS-3-Zymo	Sde-ASac_062-Ex1	FALSE			
SdA0906302FWGSU	Sde-ASac_063-Ex1-2F-WGS-2-Untreated	Sde-ASac_063-Ex1	FALSE			
SdA0906302FWGSZ	Sde-ASac_063-Ex1-2F-WGS-3-Zymo	Sde-ASac_063-Ex1	FALSE			
SdA0906404FWGSU	Sde-ASac_064-Ex1-4F-WGS-2-Untreated	Sde-ASac_064-Ex1	FALSE			
SdA0906404FWGSZ	Sde-ASac_064-Ex1-4F-WGS-3-Zymo	Sde-ASac_064-Ex1	FALSE			
SdA0906505FWGSU	Sde-ASac_065-Ex1-5F-WGS-2-Untreated	Sde-ASac_065-Ex1	FALSE			
SdA0906505FWGSZ	Sde-ASac_065-Ex1-5F-WGS-3-Zymo	Sde-ASac_065-Ex1	FALSE			
SdA0906606FWGSU	Sde-ASac_066-Ex1-6F-WGS-2-Untreated	Sde-ASac_066-Ex1	FALSE			
SdA0906606FWGSZ	Sde-ASac_066-Ex1-6F-WGS-3-Zymo	Sde-ASac_066-Ex1	FALSE			
SdA0906707FWGSU	Sde-ASac_067-Ex1-7F-WGS-2-Untreated	Sde-ASac_067-Ex1	FALSE			
SdA0906707FWGSZ	Sde-ASac_067-Ex1-7F-WGS-3-Zymo	Sde-ASac_067-Ex1	FALSE			
SdA0906808FWGSU	Sde-ASac_068-Ex1-8F-WGS-2-Untreated	Sde-ASac_068-Ex1	FALSE			
SdA0906808FWGSZ	Sde-ASac_068-Ex1-8F-WGS-3-Zymo	Sde-ASac_068-Ex1	FALSE			
SdA0906909FWGSU	Sde-ASac_069-Ex1-9F-WGS-2-Untreated	Sde-ASac_069-Ex1	FALSE			
SdA0906909FWGSZ	Sde-ASac_069-Ex1-9F-WGS-3-Zymo	Sde-ASac_069-Ex1	FALSE			
SdA0907010FWGSU	Sde-ASac_070-Ex1-10F-WGS-2-Untreated	Sde-ASac_070-Ex1	FALSE			
SdA0907010FWGSZ	Sde-ASac_070-Ex1-10F-WGS-3-Zymo	Sde-ASac_070-Ex1	FALSE			
SdA0907111FWGSU	Sde-ASac_071-Ex1-11F-WGS-2-Untreated	Sde-ASac_071-Ex1	FALSE			
SdA0907111FWGSZ	Sde-ASac_071-Ex1-11F-WGS-3-Zymo	Sde-ASac_071-Ex1	FALSE			
SdA0907212FWGSU	Sde-ASac_072-Ex1-12F-WGS-2-Untreated	Sde-ASac_072-Ex1	FALSE			
SdA0907212FWGSZ	Sde-ASac_072-Ex1-12F-WGS-3-Zymo	Sde-ASac_072-Ex1	FALSE			
SdA0907301HWGSU	Sde-ASac_073-Ex1-1H-WGS-2-Untreated	Sde-ASac_073-Ex1	FALSE			
SdA0907301HWGSZ	Sde-ASac_073-Ex1-1H-WGS-3-Zymo	Sde-ASac_073-Ex1	FALSE			
SdA0907402GWGSU	Sde-ASac_074-Ex1-2G-WGS-2-Untreated	Sde-ASac_074-Ex1	FALSE			
SdA0907402GWGSZ	Sde-ASac_074-Ex1-2G-WGS-3-Zymo	Sde-ASac_074-Ex1	FALSE			
SdA0907503FWGSU	Sde-ASac_075-Ex1-3F-WGS-2-Untreated	Sde-ASac_075-Ex1	FALSE			
SdA0907503FWGSZ	Sde-ASac_075-Ex1-3F-WGS-3-Zymo	Sde-ASac_075-Ex1	FALSE			
SdA0907604GWGSU	Sde-ASac_076-Ex1-4G-WGS-2-Untreated	Sde-ASac_076-Ex1	FALSE			
SdA0907604GWGSZ	Sde-ASac_076-Ex1-4G-WGS-3-Zymo	Sde-ASac_076-Ex1	FALSE			
SdA0907705GWGSU	Sde-ASac_077-Ex1-5G-WGS-2-Untreated	Sde-ASac_077-Ex1	FALSE			
SdA0907705GWGSZ	Sde-ASac_077-Ex1-5G-WGS-3-Zymo	Sde-ASac_077-Ex1	FALSE			
SdA0907806GWGSU	Sde-ASac_078-Ex1-6G-WGS-2-Untreated	Sde-ASac_078-Ex1	FALSE			
SdA0907806GWGSZ	Sde-ASac_078-Ex1-6G-WGS-3-Zymo	Sde-ASac_078-Ex1	FALSE			
SdA0907907GWGSU	Sde-ASac_079-Ex1-7G-WGS-2-Untreated	Sde-ASac_079-Ex1	FALSE			
SdA0907907GWGSZ	Sde-ASac_079-Ex1-7G-WGS-3-Zymo	Sde-ASac_079-Ex1	FALSE			
SdA0908008GWGSU	Sde-ASac_080-Ex1-8G-WGS-2-Untreated	Sde-ASac_080-Ex1	FALSE			
SdA0908008GWGSZ	Sde-ASac_080-Ex1-8G-WGS-3-Zymo	Sde-ASac_080-Ex1	FALSE			
SdA0908109GWGSU	Sde-ASac_081-Ex1-9G-WGS-2-Untreated	Sde-ASac_081-Ex1	FALSE			
SdA0908109GWGSZ	Sde-ASac_081-Ex1-9G-WGS-3-Zymo	Sde-ASac_081-Ex1	FALSE			
SdA0908210GWGSU	Sde-ASac_082-Ex1-10G-WGS-2-Untreated	Sde-ASac_082-Ex1	FALSE			
SdA0908210GWGSZ	Sde-ASac_082-Ex1-10G-WGS-3-Zymo	Sde-ASac_082-Ex1	FALSE			
SdA0908311GWGSU	Sde-ASac_083-Ex1-11G-WGS-2-Untreated	Sde-ASac_083-Ex1	FALSE			
SdA0908311GWGSZ	Sde-ASac_083-Ex1-11G-WGS-3-Zymo	Sde-ASac_083-Ex1	FALSE			
SdA0908412GWGSU	Sde-ASac_084-Ex1-12G-WGS-2-Untreated	Sde-ASac_084-Ex1	FALSE			
SdA0908412GWGSZ	Sde-ASac_084-Ex1-12G-WGS-3-Zymo	Sde-ASac_084-Ex1	FALSE			
SdA0908502HWGSU	Sde-ASac_085-Ex1-2H-WGS-2-Untreated	Sde-ASac_085-Ex1	FALSE			
SdA0908502HWGSZ	Sde-ASac_085-Ex1-2H-WGS-3-Zymo	Sde-ASac_085-Ex1	FALSE			
SdA0908603GWGSU	Sde-ASac_086-Ex1-3G-WGS-2-Untreated	Sde-ASac_086-Ex1	FALSE			
SdA0908603GWGSZ	Sde-ASac_086-Ex1-3G-WGS-3-Zymo	Sde-ASac_086-Ex1	FALSE			
SdA0908703HWGSU	Sde-ASac_087-Ex1-3H-WGS-2-Untreated	Sde-ASac_087-Ex1	FALSE			
SdA0908703HWGSZ	Sde-ASac_087-Ex1-3H-WGS-3-Zymo	Sde-ASac_087-Ex1	FALSE			
SdA0908804HWGSU	Sde-ASac_088-Ex1-4H-WGS-2-Untreated	Sde-ASac_088-Ex1	FALSE			
SdA0908804HWGSZ	Sde-ASac_088-Ex1-4H-WGS-3-Zymo	Sde-ASac_088-Ex1	FALSE			
SdA0908905HWGSU	Sde-ASac_089-Ex1-5H-WGS-2-Untreated	Sde-ASac_089-Ex1	FALSE			
SdA0908905HWGSZ	Sde-ASac_089-Ex1-5H-WGS-3-Zymo	Sde-ASac_089-Ex1	FALSE			
SdA0909006HWGSU	Sde-ASac_090-Ex1-6H-WGS-2-Untreated	Sde-ASac_090-Ex1	FALSE			
SdA0909006HWGSZ	Sde-ASac_090-Ex1-6H-WGS-3-Zymo	Sde-ASac_090-Ex1	FALSE			
SdA0909107HWGSU	Sde-ASac_091-Ex1-7H-WGS-2-Untreated	Sde-ASac_091-Ex1	FALSE			
SdA0909107HWGSZ	Sde-ASac_091-Ex1-7H-WGS-3-Zymo	Sde-ASac_091-Ex1	FALSE			
SdA0909208HWGSU	Sde-ASac_092-Ex1-8H-WGS-2-Untreated	Sde-ASac_092-Ex1	FALSE			
SdA0909208HWGSZ	Sde-ASac_092-Ex1-8H-WGS-3-Zymo	Sde-ASac_092-Ex1	FALSE			
SdA0909309HWGSU	Sde-ASac_093-Ex1-9H-WGS-2-Untreated	Sde-ASac_093-Ex1	FALSE			
SdA0909309HWGSZ	Sde-ASac_093-Ex1-9H-WGS-3-Zymo	Sde-ASac_093-Ex1	FALSE			
SdA0909410HWGSU	Sde-ASac_094-Ex1-10H-WGS-2-Untreated	Sde-ASac_094-Ex1	FALSE			
SdA0909410HWGSZ	Sde-ASac_094-Ex1-10H-WGS-3-Zymo	Sde-ASac_094-Ex1	FALSE			
SdA0909511HWGSU	Sde-ASac_095-Ex1-11H-WGS-2-Untreated	Sde-ASac_095-Ex1	FALSE			
SdA0909511HWGSZ	Sde-ASac_095-Ex1-11H-WGS-3-Zymo	Sde-ASac_095-Ex1	FALSE			
SdA0909612HWGSU	Sde-ASac_096-Ex1-12H-WGS-2-Untreated	Sde-ASac_096-Ex1	FALSE			
SdA0909612HWGSZ	Sde-ASac_096-Ex1-12H-WGS-3-Zymo	Sde-ASac_096-Ex1	FALSE			
SdC1000305AWGSU	sde-ctlk_003-Ex1-5A-WGS-1-Untreated	Sde-CTlk_003-Ex1	FALSE			
SdC1000406FWGSU	sde-ctlk_004-Ex1-6F-WGS-1-Untreated	Sde-CTlk_004-Ex1	FALSE			
SdC1000602EWGSU	sde-ctlk_006-Ex1-2E-WGS-1-Untreated	Sde-CTlk_006-Ex1	FALSE			
SdC1000704GWGSU	sde-ctlk_007-Ex1-4G-WGS-1-Untreated	Sde-CTlk_007-Ex1	FALSE			
SdC1001012BWGSU	sde-ctlk_010-Ex1-12B-WGS-1-Untreated	Sde-CTlk_010-Ex1	FALSE			
SdC1001104EWGSU	sde-ctlk_011-Ex1-4E-WGS-1-Untreated	Sde-CTlk_011-Ex1	FALSE			
SdC1001503FWGSU	sde-ctlk_015-Ex1-3F-WGS-1-Untreated	Sde-CTlk_015-Ex1	FALSE			
SdC1001609CWGSU	sde-ctlk_016-Ex1-9C-WGS-1-Untreated	Sde-CTlk_016-Ex1	FALSE			
SdC1001810CWGSU	sde-ctlk_018-Ex1-10C-WGS-1-Untreated	Sde-CTlk_018-Ex1	FALSE			
SdC1001912DWGSU	sde-ctlk_019-Ex1-12D-WGS-1-Untreated	Sde-CTlk_019-Ex1	FALSE			
SdC1002409AWGSU	sde-ctlk_024-Ex1-9A-WGS-1-Untreated	Sde-CTlk_024-Ex1	FALSE			
SdC1002503BWGSU	sde-ctlk_025-Ex1-3B-WGS-1-Untreated	Sde-CTlk_025-Ex1	FALSE			
SdC1002712EWGSU	sde-ctlk_027-Ex1-12E-WGS-1-Untreated	Sde-CTlk_027-Ex1	FALSE			
SdC1002901HWGSZ	sde-ctlk_029-Ex1-1H-WGS-2-Zymo	Sde-CTlk_029-Ex1	FALSE			
SdC1002908CWGSU	sde-ctlk_029-Ex1-8C-WGS-1-Untreated	Sde-CTlk_029-Ex1	FALSE			
SdC1003104DWGSU	sde-ctlk_031-Ex1-4D-WGS-1-Untreated	Sde-CTlk_031-Ex1	FALSE			
SdC1003307AWGSU	sde-ctlk_033-Ex1-7A-WGS-1-Untreated	Sde-CTlk_033-Ex1	FALSE			
SdC1003802GWGSU	sde-ctlk_038-Ex1-2G-WGS-1-Untreated	Sde-CTlk_038-Ex1	FALSE			
SdC1004201AWGSZ	sde-ctlk_042-Ex1-1A-WGS-1-Zymo	Sde-CTlk_042-Ex1	FALSE			
SdC1004201CWGSU	sde-ctlk_042-Ex1-1C-WGS-1-Untreated	Sde-CTlk_042-Ex1	FALSE			
SdC1004503HWGSU	sde-ctlk_045-Ex1-3H-WGS-1-Untreated	Sde-CTlk_045-Ex1	FALSE			
SdC1004603DWGSU	sde-ctlk_046-Ex1-3D-WGS-1-Untreated	Sde-CTlk_046-Ex1	FALSE			
SdC1004709GWGSU	sde-ctlk_047-Ex1-9G-WGS-1-Untreated	Sde-CTlk_047-Ex1	FALSE			
SdC1004809EWGSU	sde-ctlk_048-Ex1-9E-WGS-1-Untreated	Sde-CTlk_048-Ex1	FALSE			
SdC1004912GWGSU	sde-ctlk_049-Ex1-12G-WGS-1-Untreated	Sde-CTlk_049-Ex1	FALSE			
SdC1005210HWGSU	sde-ctlk_052-Ex1-10H-WGS-1-Untreated	Sde-CTlk_052-Ex1	FALSE			
SdC1005311BWGSU	sde-ctlk_053-Ex1-11B-WGS-1-Untreated	Sde-CTlk_053-Ex1	FALSE			
SdC1005406BWGSU	sde-ctlk_054-Ex1-6B-WGS-1-Untreated	Sde-CTlk_054-Ex1	FALSE			
SdC1005901GWGSU	sde-ctlk_059-Ex1-1G-WGS-1-Untreated	Sde-CTlk_059-Ex1	FALSE			
SdC1006101EWGSZ	sde-ctlk_061-Ex1-1E-WGS-2-Zymo	Sde-CTlk_061-Ex1	FALSE			
SdC1006105CWGSU	sde-ctlk_061-Ex1-5C-WGS-1-Untreated	Sde-CTlk_061-Ex1	FALSE			
SdC1006608AWGSU	sde-ctlk_066-Ex1-8A-WGS-1-Untreated	Sde-CTlk_066-Ex1	FALSE			
SdC1006807GWGSU	sde-ctlk_068-Ex1-7G-WGS-1-Untreated	Sde-CTlk_068-Ex1	FALSE			
SdC1006906DWGSU	sde-ctlk_069-Ex1-6D-WGS-1-Untreated	Sde-CTlk_069-Ex1	FALSE			
SdC1007006AWGSU	sde-ctlk_070-Ex1-6A-WGS-1-Untreated	Sde-CTlk_070-Ex1	FALSE			
SdC1007105EWGSU	sde-ctlk_071-Ex1-5E-WGS-1-Untreated	Sde-CTlk_071-Ex1	FALSE			
SdC1007311DWGSU	sde-ctlk_073-Ex1-11D-WGS-1-Untreated	Sde-CTlk_073-Ex1	FALSE			
SdC1007412HWGSU	sde-ctlk_074-Ex1-12H-WGS-1-Untreated	Sde-CTlk_074-Ex1	FALSE			
SdC1007710EWGSU	sde-ctlk_077-Ex1-10E-WGS-1-Untreated	Sde-CTlk_077-Ex1	FALSE			
SdC1007808GWGSU	sde-ctlk_078-Ex1-8G-WGS-1-Untreated	Sde-CTlk_078-Ex1	FALSE			
SdC1007901EWGSU	sde-ctlk_079-Ex1-1E-WGS-1-Untreated	Sde-CTlk_079-Ex1	FALSE			
SdC1008005GWGSU	sde-ctlk_080-Ex1-5G-WGS-1-Untreated	Sde-CTlk_080-Ex1	FALSE			
SdC1008107DWGSU	sde-ctlk_081-Ex1-7D-WGS-1-Untreated	Sde-CTlk_081-Ex1	FALSE			
SdC1008206HWGSU	sde-ctlk_082-Ex1-6H-WGS-1-Untreated	Sde-CTlk_082-Ex1	FALSE			
SdC1008302AWGSU	sde-ctlk_083-Ex1-2A-WGS-1-Untreated	Sde-CTlk_083-Ex1	FALSE			
SdC1008611HWGSU	sde-ctlk_086-Ex1-11H-WGS-1-Untreated	Sde-CTlk_086-Ex1	FALSE			
SdC1008710AWGSU	sde-ctlk_087-Ex1-10A-WGS-1-Untreated	Sde-CTlk_087-Ex1	FALSE			
SdC1008801BWGSZ	sde-ctlk_088-Ex1-1B-WGS-2-Zymo	Sde-CTlk_088-Ex1	FALSE			
SdC1008802CWGSU	sde-ctlk_088-Ex1-2C-WGS-1-Untreated	Sde-CTlk_088-Ex1	FALSE			
SdC1008911FWGSU	sde-ctlk_089-Ex1-11F-WGS-1-Untreated	Sde-CTlk_089-Ex1	FALSE			
SdC1009101AWGSU	sde-ctlk_091-Ex1-1A-WGS-1-Untreated	Sde-CTlk_091-Ex1	FALSE			
SdC1009704AWGSU	sde-cmat_097-Ex1-4A-WGS-1-Untreated	Sde-CMat_097-Ex1	FALSE			
SdC1009811CWGSU	sde-cmat_098-Ex1-11C-WGS-1-Untreated	Sde-CMat_098-Ex1	FALSE			
SdC1009901DWGSU	sde-cmat_099-Ex1-1D-WGS-1-Untreated	Sde-CMat_099-Ex1	FALSE			
SdC1009908EWGSU	sde-ctlk_099-Ex1-8E-WGS-1-Untreated	Sde-CTlk_099-Ex1	FALSE			
SdC1010001HWGSU	sde-cmat_100-Ex1-1H-WGS-1-Untreated	Sde-CMat_100-Ex1	FALSE			
SdC1010004BWGSU	sde-ctlk_100-Ex1-4B-WGS-1-Untreated	Sde-CTlk_100-Ex1	FALSE			
SdC1010105FWGSU	sde-cmat_101-Ex1-5F-WGS-1-Untreated	Sde-CMat_101-Ex1	FALSE			
SdC1010210DWGSU	sde-cmat_102-Ex1-10D-WGS-1-Untreated	Sde-CMat_102-Ex1	FALSE			
SdC1010311GWGSU	sde-cmat_103-Ex1-11G-WGS-1-Untreated	Sde-CMat_103-Ex1	FALSE			
SdC1010404HWGSU	sde-cmat_104-Ex1-4H-WGS-1-Untreated	Sde-CMat_104-Ex1	FALSE			
SdC1010504FWGSU	sde-cmat_105-Ex1-4F-WGS-1-Untreated	Sde-CMat_105-Ex1	FALSE			
SdC1010605DWGSU	sde-cmat_106-Ex1-5D-WGS-1-Untreated	Sde-CMat_106-Ex1	FALSE			
SdC1010710FWGSU	sde-cmat_107-Ex1-10F-WGS-1-Untreated	Sde-CMat_107-Ex1	FALSE			
SdC1010801CWGSZ	sde-cmat_108-Ex1-1C-WGS-2-Zymo	Sde-CMat_108-Ex1	FALSE			
SdC1010803CWGSU	sde-cmat_108-Ex1-3C-WGS-1-Untreated	Sde-CMat_108-Ex1	FALSE			
SdC1010901FWGSU	sde-cmat_109-Ex1-1F-WGS-1-Untreated	Sde-CMat_109-Ex1	FALSE			
SdC1011008FWGSU	sde-cmat_110-Ex1-8F-WGS-1-Untreated	Sde-CMat_110-Ex1	FALSE			
SdC1011109HWGSU	sde-cmat_111-Ex1-9H-WGS-1-Untreated	Sde-CMat_111-Ex1	FALSE			
SdC1011206EWGSU	sde-cmat_112-Ex1-6E-WGS-1-Untreated	Sde-CMat_112-Ex1	FALSE			
SdC1011302DWGSU	sde-cmat_113-Ex1-2D-WGS-1-Untreated	Sde-CMat_113-Ex1	FALSE			
SdC1011401GWGSZ	sde-cmat_114-Ex1-1G-WGS-2-Zymo	Sde-CMat_114-Ex1	FALSE			
SdC1011407CWGSU	sde-cmat_114-Ex1-7C-WGS-1-Untreated	Sde-CMat_114-Ex1	FALSE			
SdC1011506GWGSU	sde-cmat_115-Ex1-6G-WGS-1-Untreated	Sde-CMat_115-Ex1	FALSE			
SdC1011609BWGSU	sde-cmat_116-Ex1-9B-WGS-1-Untreated	Sde-CMat_116-Ex1	FALSE			
SdC1011709FWGSU	sde-cmat_117-Ex1-9F-WGS-1-Untreated	Sde-CMat_117-Ex1	FALSE			
SdC1011810BWGSU	sde-cmat_118-Ex1-10B-WGS-1-Untreated	Sde-CMat_118-Ex1	FALSE			
SdC1011907HWGSU	sde-cmat_119-Ex1-7H-WGS-1-Untreated	Sde-CMat_119-Ex1	FALSE			
SdC1012112CWGSU	sde-cmat_121-Ex1-12C-WGS-1-Untreated	Sde-CMat_121-Ex1	FALSE			
SdC1012208BWGSU	sde-cmat_122-Ex1-8B-WGS-1-Untreated	Sde-CMat_122-Ex1	FALSE			
SdC1012309DWGSU	sde-cmat_123-Ex1-9D-WGS-1-Untreated	Sde-CMat_123-Ex1	FALSE			
SdC1012401BWGSU	sde-cmat_124-Ex1-1B-WGS-1-Untreated	Sde-CMat_124-Ex1	FALSE			
SdC1012505BWGSU	sde-cmat_125-Ex1-5B-WGS-1-Untreated	Sde-CMat_125-Ex1	FALSE			
SdC1012612FWGSU	sde-cmat_126-Ex1-12F-WGS-1-Untreated	Sde-CMat_126-Ex1	FALSE			
SdC1012702FWGSU	sde-cmat_127-Ex1-2F-WGS-1-Untreated	Sde-CMat_127-Ex1	FALSE			
SdC1012803AWGSU	sde-cmat_128-Ex1-3A-WGS-1-Untreated	Sde-CMat_128-Ex1	FALSE			
SdC1012911AWGSU	sde-cmat_129-Ex1-11A-WGS-1-Untreated	Sde-CMat_129-Ex1	FALSE			
SdC1013007FWGSU	sde-cmat_130-Ex1-7F-WGS-1-Untreated	Sde-CMat_130-Ex1	FALSE			
SdC1013103GWGSU	sde-cmat_131-Ex1-3G-WGS-1-Untreated	Sde-CMat_131-Ex1	FALSE			
SdC1013211EWGSU	sde-cmat_132-Ex1-11E-WGS-1-Untreated	Sde-CMat_132-Ex1	FALSE			
SdC1013302HWGSU	sde-cmat_133-Ex1-2H-WGS-1-Untreated	Sde-CMat_133-Ex1	FALSE			
SdC1013403EWGSU	sde-cmat_134-Ex1-3E-WGS-1-Untreated	Sde-CMat_134-Ex1	FALSE			
SdC1013510GWGSU	sde-cmat_135-Ex1-10G-WGS-1-Untreated	Sde-CMat_135-Ex1	FALSE			
SdC1013607EWGSU	sde-cmat_136-Ex1-7E-WGS-1-Untreated	Sde-CMat_136-Ex1	FALSE			
SdC1013702BWGSU	sde-cmat_137-Ex1-2B-WGS-1-Untreated	Sde-CMat_137-Ex1	FALSE			
SdC1013812AWGSU	sde-cmat_138-Ex1-12A-WGS-1-Untreated	Sde-CMat_138-Ex1	FALSE			
SdC1013905HWGSU	sde-cmat_139-Ex1-5H-WGS-1-Untreated	Sde-CMat_139-Ex1	FALSE			
SdC1014108DWGSU	sde-cmat_141-Ex1-8D-WGS-1-Untreated	Sde-CMat_141-Ex1	FALSE			
SdC1014301FWGSZ	sde-cmat_143-Ex1-1F-WGS-2-Zymo	Sde-CMat_143-Ex1	FALSE			
SdC1014306CWGSU	sde-cmat_143-Ex1-6C-WGS-1-Untreated	Sde-CMat_143-Ex1	FALSE			
SdC1014408HWGSU	sde-cmat_144-Ex1-8H-WGS-1-Untreated	Sde-CMat_144-Ex1	FALSE			
SdC1014501DWGSZ	sde-cmat_145-Ex1-1D-WGS-2-Zymo	Sde-CMat_145-Ex1	FALSE			
SdC1014504CWGSU	sde-cmat_145-Ex1-4C-WGS-1-Untreated	Sde-CMat_145-Ex1	FALSE			
SdC1014607BWGSU	sde-cmat_146-Ex1-7B-WGS-1-Untreated	Sde-CMat_146-Ex1	FALSE			
SdC1100101EWGSU	sde-ctlk_001-Ex1-1E-WGS-1-Untreated	Sde-CTlk_001-Ex1	FALSE			
SdC1100201DWGSU	sde-ctlk_002-Ex1-1D-WGS-1-Untreated	Sde-CTlk_002-Ex1	FALSE			
SdC1100509GWGSU	sde-ctlk_005-Ex1-9G-WGS-1-Untreated	Sde-CTlk_005-Ex1	FALSE			
SdC1100804CWGSU	sde-ctlk_008-Ex1-4C-WGS-1-Untreated	Sde-CTlk_008-Ex1	FALSE			
SdC1100907BWGSU	sde-ctlk_009-Ex1-7B-WGS-1-Untreated	Sde-CTlk_009-Ex1	FALSE			
SdC1101210GWGSU	sde-ctlk_012-Ex1-10G-WGS-1-Untreated	Sde-CTlk_012-Ex1	FALSE			
SdC1101312CWGSU	sde-ctlk_013-Ex1-12C-WGS-1-Untreated	Sde-CTlk_013-Ex1	FALSE			
SdC1101404AWGSU	sde-ctlk_014-Ex1-4A-WGS-1-Untreated	Sde-CTlk_014-Ex1	FALSE			
SdC1101702GWGSU	sde-ctlk_017-Ex1-2G-WGS-1-Untreated	Sde-CTlk_017-Ex1	FALSE			
SdC1102004EWGSU	sde-ctlk_020-Ex1-4E-WGS-1-Untreated	Sde-CTlk_020-Ex1	FALSE			
SdC1102108BWGSU	sde-ctlk_021-Ex1-8B-WGS-1-Untreated	Sde-CTlk_021-Ex1	FALSE			
SdC1102205DWGSU	sde-ctlk_022-Ex1-5D-WGS-1-Untreated	Sde-CTlk_022-Ex1	FALSE			
SdC1102308EWGSU	sde-ctlk_023-Ex1-8E-WGS-1-Untreated	Sde-CTlk_023-Ex1	FALSE			
SdC1102603CWGSU	sde-ctlk_026-Ex1-3C-WGS-1-Untreated	Sde-CTlk_026-Ex1	FALSE			
SdC1102807DWGSU	sde-ctlk_028-Ex1-7D-WGS-1-Untreated	Sde-CTlk_028-Ex1	FALSE			
SdC1103008GWGSU	sde-ctlk_030-Ex1-8G-WGS-1-Untreated	Sde-CTlk_030-Ex1	FALSE			
SdC1103201AWGSU	sde-ctlk_032-Ex1-1A-WGS-1-Untreated	Sde-CTlk_032-Ex1	FALSE			
SdC1103410CWGSU	sde-ctlk_034-Ex1-10C-WGS-1-Untreated	Sde-CTlk_034-Ex1	FALSE			
SdC1103503GWGSU	sde-ctlk_035-Ex1-3G-WGS-1-Untreated	Sde-CTlk_035-Ex1	FALSE			
SdC1103604GWGSU	sde-ctlk_036-Ex1-4G-WGS-1-Untreated	Sde-CTlk_036-Ex1	FALSE			
SdC1103707FWGSU	sde-ctlk_037-Ex1-7F-WGS-1-Untreated	Sde-CTlk_037-Ex1	FALSE			
SdC1103910AWGSU	sde-ctlk_039-Ex1-10A-WGS-1-Untreated	Sde-CTlk_039-Ex1	FALSE			
SdC1104001BWGSU	sde-ctlk_040-Ex1-1B-WGS-1-Untreated	Sde-CTlk_040-Ex1	FALSE			
SdC1104103AWGSU	sde-ctlk_041-Ex1-3A-WGS-1-Untreated	Sde-CTlk_041-Ex1	FALSE			
SdC1104309EWGSU	sde-ctlk_043-Ex1-9E-WGS-1-Untreated	Sde-CTlk_043-Ex1	FALSE			
SdC1104401GWGSU	sde-ctlk_044-Ex1-1G-WGS-1-Untreated	Sde-CTlk_044-Ex1	FALSE			
SdC1105005AWGSU	sde-ctlk_050-Ex1-5A-WGS-1-Untreated	Sde-CTlk_050-Ex1	FALSE			
SdC1105111EWGSU	sde-ctlk_051-Ex1-11E-WGS-1-Untreated	Sde-CTlk_051-Ex1	FALSE			
SdC1105512AWGSU	sde-ctlk_055-Ex1-12A-WGS-1-Untreated	Sde-CTlk_055-Ex1	FALSE			
SdC1105606DWGSU	sde-ctlk_056-Ex1-6D-WGS-1-Untreated	Sde-CTlk_056-Ex1	FALSE			
SdC1105705HWGSU	sde-ctlk_057-Ex1-5H-WGS-1-Untreated	Sde-CTlk_057-Ex1	FALSE			
SdC1105811GWGSU	sde-ctlk_058-Ex1-11G-WGS-1-Untreated	Sde-CTlk_058-Ex1	FALSE			
SdC1106001FWGSU	sde-ctlk_060-Ex1-1F-WGS-1-Untreated	Sde-CTlk_060-Ex1	FALSE			
SdC1106211AWGSU	sde-ctlk_062-Ex1-11A-WGS-1-Untreated	Sde-CTlk_062-Ex1	FALSE			
SdC1106302EWGSU	sde-ctlk_063-Ex1-2E-WGS-1-Untreated	Sde-CTlk_063-Ex1	FALSE			
SdC1106403EWGSU	sde-ctlk_064-Ex1-3E-WGS-1-Untreated	Sde-CTlk_064-Ex1	FALSE			
SdC1106506FWGSU	sde-ctlk_065-Ex1-6F-WGS-1-Untreated	Sde-CTlk_065-Ex1	FALSE			
SdC1106701CWGSU	sde-ctlk_067-Ex1-1C-WGS-1-Untreated	Sde-CTlk_067-Ex1	FALSE			
SdC1107210EWGSU	sde-ctlk_072-Ex1-10E-WGS-1-Untreated	Sde-CTlk_072-Ex1	FALSE			
SdC1107506BWGSU	sde-ctlk_075-Ex1-6B-WGS-1-Untreated	Sde-CTlk_075-Ex1	FALSE			
SdC1107608CWGSU	sde-ctlk_076-Ex1-8C-WGS-1-Untreated	Sde-CTlk_076-Ex1	FALSE			
SdC1108409AWGSU	sde-ctlk_084-Ex1-9A-WGS-1-Untreated	Sde-CTlk_084-Ex1	FALSE			
SdC1108502AWGSU	sde-ctlk_085-Ex1-2A-WGS-1-Untreated	Sde-CTlk_085-Ex1	FALSE			
SdC1109007HWGSU	sde-ctlk_090-Ex1-7H-WGS-1-Untreated	Sde-CTlk_090-Ex1	FALSE			
SdC1109211CWGSU	sde-ctlk_092-Ex1-11C-WGS-1-Untreated	Sde-CTlk_092-Ex1	FALSE			
SdC1109312GWGSU	sde-ctlk_093-Ex1-12G-WGS-1-Untreated	Sde-CTlk_093-Ex1	FALSE			
SdC1109412EWGSU	sde-ctlk_094-Ex1-12E-WGS-1-Untreated	Sde-CTlk_094-Ex1	FALSE			
SdC1109502CWGSU	sde-ctlk_095-Ex1-2C-WGS-1-Untreated	Sde-CTlk_095-Ex1	FALSE			
