Lot_ID	collection_year_start	collection_month_start	collection_day_start	collection_year_end	collection_month_end	collection_day_end	Date_Collected	Collection_era	Collector	Species_verified	Physical_location_of_lot	check_location?	Freezer_Location	Box_ID	Bottles	Storage_solution	Type_of_Study	ODU_collection_catalog_number	Individuals	Size-USNM_(mm)	size_direct_observation_(mm)	Species_valid_name_majority	Collection_site	Site_ID	Match_ID	latitude	longitude	Lot_status	Priority	project_owner	Notes	Collection_status	Duplicate_count
Cor-2022-01_003	2022	8	5	2022	8	5	44778	Contemporary	Jem_Chandy	Kent_Jem_9/14/2022	ODU	NA	NA	NA	1	DESS	PIRE	COR-2022-01_003	76	NA	NA	Atherinomorus_duodecimalis	Barangay_Tagumpay	Bus	Busu	NA	NA	see_notes	NA	NA	JGB identified as A. duodecimalis due to DT during fieldwork, but proposed checking AF rays to determine whether lot is A. crenolepis (8-9 AF rays), A. duodecimalis (12-13 AF rays), or A. regina (10-12 AF rays). KEC confirmed presence of DT, but when AF rays were counted, specimens keyed out to A. regina. Matches with 136849 which has not been IDd.	NA	NA
136851	1909	5	10	1909	5	10	3418	Albatross	Albatross	seeNotes_KEC_1/3/2022_check5	ODU	NA	NA	NA	1	EtOH	PIRE	NA	26	NA	NA	Atherinomorus_duodecimalis	Bolinao_Bay	Bln	NA	16.3897316	119.90839	collected	NA	NA	check every individual only 5 checked	NA	NA
136843	1909	3	13	1909	3	13	3360	Albatross	Albatross	KEC_1/3/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	24	NA	NA	Atherinomorus_duodecimalis	Cataingan	Cai	Masb	11.9986583	124.003562	NA	NA	NA	New_plot	NA	NA
136816	1908	2	5	1908	2	5	2958	Albatross	Albatross	NA	ODU	NA	NA	NA	1	EtOH	PIRE	NA	20	NA	NA	Atherinomorus_duodecimalis	Island_off_Panabutan_Point	Pnb	Pana	7.5821861	122.131871	NA	NA	NA	NA	NA	NA
Jol-2021-01_04	2021	12	10	2021	12	10	44540	Contemporary	Abner	NA	ODU	NA	NA	NA	NA	DESS	Connectivity	Jol_01_04	93	NA	NA	Atherinomorus_duodecimalis	Jolo	Jol	Jolo	NA	NA	NA	NA	NA	NA	NA	NA
Pal-2022-03_05	2022	8	16	2022	8	16	44789	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_03_05	100	NA	NA	Atherinomorus_duodecimalis	Malampaya, Palawan	Mal	Mala	NA	NA	sent_to_TAMUCC	NA	NA	from New Guinlo fish landing but collected at Alancalian paraguay	collected	NA
150605	1908	12	18	1908	12	18	3275	Albatross	Albatross	Kent_3/25/22	ODU	Y	NA	NA	3	EtOH	PIRE	NA	44	57	NA	Atherinomorus_duodecimalis	Malcochin_Harbor	Lin	Lina	11.4906669	119.828165	to_collect	1	Eric_Garcia	16_sent,_28_subsampled_(maybe_more,_some_not_found)_and_21_yet_to_be_subsampled._24_sent_(16_Aduo_and_8_A.endrach)_75_fish_subsampled_but_only_found_1_box_with_57_tissues._33_remain_to_extract=_28_Adu,_5_endract._13_specimens_mis-IDs._(Sent_to_TAMUCC)_Has_2_jars_of_mis-IDd_A._endrachtensis._KEC_checked_6_(444947,_444959, 444950,_444951,_444945)and_all_appear_to_be_A._duo._However,_each_one_needs_to_be_checked_prior_to_subsampling. Individuals column used to say ""44 (out of 129)""	to_collect	0
Zam-2019-004_017	2019	4	30	2019	4	30	43585	Contemporary	Kent	Kent	ODU	Check_subsampled	NA	NA	2	EtOH	Connectivity	Zam-2019-04_(017)	70	NA	NA	Atherinomorus_duodecimalis	Masinloc_Public_Market	Mvi	NA	NA	NA	extracted	1	Eric_Garcia	NA	NA	Connectivity
136883	1908	1	16	1908	1	16	2938	Albatross	Albatross	NA	USNM_returned	NA	NA	NA	1	EtOH	PIRE	NA	25	NA	NA	Atherinomorus_duodecimalis	Nasugbu	Nas	Nasu	14.0498892	120.62174	NA	NA	NA	NA	NA	NA
Sul-2019-09_01	NA	NA	NA	NA	NA	NA	NA	Contemporary	NA	NA	SUML	NA	NA	NA	NA	EtOH	Connectivity	NA	200	NA	NA	Atherinomorus_duodecimalis	Panglima_Tahil,_Jolo	Jol	NA	NA	NA	pending	NA	Eric_Garcia	no_albatross	NA	Connectivity
136813	1908	5	23	1908	5	23	3066	Albatross	Albatross	seeNotes_EG_5/17/2022_checked_6	ODU	NA	NA	NA	1	EtOH	PIRE	NA	77	66	42-70	Atherinomorus_duodecimalis	Parang	Prn	Para	7.371307	124.254574	to_collect	1	Eric_Garcia	need to check every individual before subsampling. subsampled_4	to_collect	NA
Cam-2019-016_026	2019	6	25	2019	6	25	43641	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Cam-2019-16_(026)	9	NA	NA	Atherinomorus_duodecimalis	Pasacao	Pas	RagR	NA	NA	pending	1	Eric_Garcia	NA	NA	NA
Cam-2019-015_025	2019	6	24	2019	6	24	43640	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Cam-2019-15_(025)	4	NA	NA	Atherinomorus_duodecimalis	Pasacao	Pas	RagR	NA	NA	pending	1	Eric_Garcia	NA	NA	NA
Cam-2019-014_020	2019	6	23	2019	6	23	43639	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Cam-2019-14_(020)	76	NA	NA	Atherinomorus_duodecimalis	Pasacao	Pas	RagR	NA	NA	pending	1	Eric_Garcia	NA	NA	NA
Cam-2019-012_016	2019	6	22	2019	6	22	43638	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Cam-2019-12_(016)	10	NA	NA	Atherinomorus_duodecimalis	Pasacao	Pas	RagR	NA	NA	pending	1	Eric_Garcia	NA	NA	NA
136831	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	Kent-EG_5/17/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	40	50	-	Atherinomorus_duodecimalis	Port_Busin	Bur	Buri	13.12921	122.97338	collected	2	Eric_Garcia	40 Adu, 3 Hypoatherina sp	collected	NA
136815	1908	12	15	1908	12	15	3272	Albatross	Albatross	Kent_2018	ODU	Y	NA	NA	7	EtOH	PIRE	NA	19	NA	47-51_most_mid-range	Atherinomorus_duodecimalis	Port_Caltom	Bus	Busu	12.1858224	120.10223	to_collect	1	Eric_Garcia	19_Total=7_sent are Hte (out_of__24)_and_12_not_yet_subsampled._Mixed_with_A.endrac,A.lacunosus,A.regina._SENT_TO_TAMUCC_This_lot_has_been_divided_into_different_jars_because_it_is_mixed_with_other_species._(24_indiv._sent). Individuals column used to say ""19 mixed""	to_collect	NA
136822	1908	12	17	1908	12	17	3274	Albatross	Albatross	Kent_3/25/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	29	NA	25-49_most_mid-large	Atherinomorus_duodecimalis	Port_Uson	Bus	Busu	11.9943675	120.210059	to_collect	1	Eric_Garcia	two_lots_from_same_locations._Confirmed_ID.	to_collect	NA
136840	1909	3	10	1909	3	10	3357	Albatross	Albatross	seeNotes_Kent-EG_5/17/22	ODU	Yes_	NA	NA	1	EtOH	PIRE	NA	28	NA	28:30-71, 28:too small? > 16 mm	Atherinomorus_duodecimalis	Ragay_River	Rag	RagR	13.6958188	122.848279	pending	1	Eric_Garcia	need to check every individual. Individuals column used to say ""28 (+28 small)""	pending	NA
Cam-2019-022_036	2019	6	29	2019	6	29	43645	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	SU?	Check_if_in_SU	NA	NA	1	EtOH	PIRE	Cam-2019-22_(036)	6	NA	NA	Atherinomorus_duodecimalis	San_Jose	Jos	AtuB	13.5539719	123.550143	pending	1	Eric_Garcia	Barangay_Dolo_Sitio_Talisay;Not_enough_to_warrant_returning_to_ODU	NA	49
Cam-2019-010_014	2019	6	21	2019	6	21	43637	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	NA	EtOH	PIRE	Cam-2019-10_(014)	1	NA	NA	Atherinomorus_duodecimalis	Sipocot_Public_Market	Rag	RagR	NA	NA	pending	1	Eric_Garcia	Can't_find_bottle/bag	NA	NA
136867	1908	7	12	1908	7	12	3116	Albatross	Albatross	NA	USNM_returned	NA	NA	NA	1	EtOH	PIRE	NA	11	NA	10	Atherinomorus_duodecimalis	Varadero_Bay	Gal	PGal	NA	NA	to_return_to_USNM	0	Jem	TOO_SMALL	to_return_to_USNM	NA
136842	1908	1	7	1908	1	7	2929	Albatross	Albatross	Kent_Maddy	ODU	Yes_	NA	NA	1	EtOH	PIRE	NA	45	NA	24-55	Atherinomorus_duodecimalis 1	Olongapo	Sub	SubB	14.8185723	120.294976	sent_to_TAMUCC	1	Eric_Garcia	42/45_subsampled._Smallest_3_not_to_be_subsampled.	extracted	NA
136848	1908	1	7	1908	1	7	2929	Albatross	Albatross	Kent-EG_5/17/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	23	NA	32-50	Atherinomorus_duodecimalis 1	Olongapo	Sub	SubB	14.8185723	120.294976	sent_to_TAMUCC	1	NA	NA	to_collect	NA
Zam-2019-007_025	2019	5	3	2019	5	3	43588	Contemporary	Kent	Kent	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Zam-2019-07_(025)	55	NA	NA	Atherinomorus_duodecimalis 1	Subic_City_Municipal_Fish_Port	Sub	SubB	14.8746242	120.217518	sent_to_TAMUCC	1	Eric_Garcia	Indiv. 001-055	NA	NA
Zam-2019-003_005	2019	4	29	2019	4	29	43584	Contemporary	Kent	Kent	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Zam-2019-03_(005)	40	NA	NA	Atherinomorus_duodecimalis 1	Subic_City_Municipal_Fish_Port	Sub	SubB	NA	NA	sent_to_TAMUCC	1	Eric_Garcia	Indiv. 056-095	NA	NA
Zam-2019-002_003	2019	4	27	2019	4	27	43582	Contemporary	Kent	Kent	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Zam-2019-02_(003)	24	NA	NA	Atherinomorus_duodecimalis 1	Subic_City_Municipal_Fish_Port	Sub	SubB	NA	NA	sent_to_TAMUCC	1	Eric_Garcia	Only_1_subsampled._#96/96_for_Subic_Bay._No_need_to_subsample_more.	NA	NA
136814	1908	7	13	1908	7	13	3117	Albatross	Albatross	TO_ID	ODU	Y	NA	NA	4	EtOH	PIRE	NA	158	NA	NA	Atherinomorus_duodecimalis 2	Jamelo_Cove	Ham	HamC	14.1779794	120.599424	sent_to_TAMUCC	1	Rene_&_Eric_&_Brendan	Only48senttoTAMUCC.Kent_checked_ID_of_21_and_only_1_was_Hypoatherina._This_individual_is_seperated_inside_lot.	collected_full	107
Bat-2019-010_020	2019	3	25	2019	3	25	43549	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	NA	NA	1	EtOH	PIRE	Bat-2019-010_(020)	49	NA	NA	Atherinomorus_duodecimalis 2	Jamelo_Cove	Ham	HamC	14.1779794	120.599424	sent_to_TAMUCC	1	Rene_&_Eric_&_Brendan	1_not_subsampled_1_misidentified_and_removed._Same_site_as_Bat-2019-009_014	NA	158
Bat-2019-009_014	2019	3	24	2019	3	24	43548	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	NA	NA	3	EtOH	PIRE	Bat-2019-009_(014)	58	NA	NA	Atherinomorus_duodecimalis 2	Jamelo_Cove	Ham	HamC	14.1779794	120.599424	sent_to_TAMUCC	1	Rene_&_Eric_&_Brendan	10_not_subsampled._Same_site_as_Bat-2019-010_020	NA	158
136810	1908	6	9	1908	6	9	3083	Albatross	Albatross	Ivan-RE_ID	ODU	Y	NA	NA	2	EtOH	PIRE	NA	89	NA	NA	Atherinomorus_duodecimalis 3	Port_Galera	Bat	PGal	13.4963476	120.958486	sent_to_TAMUCC	1	Eric_Garcia_Jem	only_24_indvi?	sent_to_TAMUCC	NA
Pga-2018-001_001	2018	1	23	2018	1	23	43123	Contemporary	Kent_Jeff	Kent_Jeff	ODU	Check_subsampled	1.1.3.1	9	2	EtOH	PIRE	PG-01	100	NA	NA	Atherinomorus_duodecimalis 3	Varadero_Bay	Gal	PGal	NA	NA	sent_to_TAMUCC	1	Eric_Garcia_Jem	NA	NA	NA
Ver-2022-01_004	2022	7	23	2022	7	23	44765	Contemporary	Jem_Chandy	Kent_Jem_9/14/2022	ODU	NA	NA	NA	1	DESS	PIRE	VER-2022-01_004	69	NA	NA	Atherinomorus_duodecimalis 3	Verde_Island	Gal	PGal	NA	NA	see_notes	NA	Jem	Mixed lot. JGB saw DT for some, but not all. KEC checked full individuals brought to ODU, but these had no DT. This maybe a mixed lot. If this lot will be used, make sure to barcode.	NA	NA
136836	1908	7	22	1908	7	22	3126	Albatross	Albatross	Maddy	ODU	Yes_	1.1.2.2	6	1	EtOH	PIRE	NA	77	NA	NA	Atherinomorus_duodecimalis 3 ?/A._endrac.	Varadero_Bay	Gal	PGal	13.4963476	120.958486	sent_to_TAMUCC	1	Eric_Garcia	Labeled_misidentified_A._endrachtensis._(extrac_41_only)	sent_to_TAMUCC	NA
136819	1909	5	31	1909	5	31	3439	Albatross	Albatross	Ivan	ODU	Y	1.1.1.1	1	2	EtOH	PIRE	NA	131	NA	NA	Atherinomorus_duodecimalis 5	Matnog_Bay	Mat	MatB	12.5827124	124.09195	sent_to_TAMUCC	1	Eric_Garcia	88_extracted._90_subsampled?	collected_full	100
Luz-2017-050_001	2017	11	8	2017	11	8	43047	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	1.1.2.3	7	NA	EtOH	PIRE	Luz-2017-50_(398,_400,_401)	100	NA	NA	Atherinomorus_duodecimalis 5	Matnog_Bay	Mat	MatB	12.5827124	124.09195	sent_to_TAMUCC	1	Eric_Garcia	NA	NA	131
136845	1908	3	31	1908	3	31	3013	Albatross	Albatross	NA	ODU	Y	NA	NA	1	EtOH	PIRE	NA	13	NA	NA	Atherinomorus_duodecimalis 6	Bais_Bay_Anchorage	Bai	Guij	10.1425502	123.281256	sent_to_TAMUCC	1	Eric_Garcia	Will subsample and extract 11 out 13. bc thats what fits in the plate. 13_correct_ID._1_Hypoatherina_probably_temminck_but_needs_checking._2_Atherinomorus_prob._NOT_duodecimalis._	collected_full	122
136817	1908	2	4	1908	2	4	2957	Albatross	Albatross	seeNotes_KEC_1/4/22, only 6 need to check every ind.	ODU	NA	NA	NA	1	EtOH	PIRE	NA	38	55	NA	Atherinomorus_duodecimalis 6	Guijulugan_Beach	Gui	Guij	10.1425502	123.281256	sent_to_TAMUCC	1	Eric_Garcia	Check_location_of_Lot._6_specimens_confirmed	collected_full	122
Neg-2021-01_01	2021	8	3	2021	8	3	44411	Contemporary	Abner	Abner	ODU	Y	NA	NA	NA	EtOH	PIRE	Neg-2021-01_01	122	NA	NA	Atherinomorus_duodecimalis 6	Guijulugan_Beach	Gui	Guij	10.1425502	123.281256	sent_to_TAMUCC	NA	Eric_Garcia	Collected_by_Abner._Barangay_Malusay_(10.142054°;_123.280880°)	NA	51
Boh-2021-08_01	2021	11	11	2021	11	11	44511	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	PIRE	Boh-2021-08_01	100	NA	NA	Atherinomorus_duodecimalis 7.1	Tagbilaran	Tag	Tagb	9.6400092	123.84784	extracted	NA	John_Whalen	NA	NA	NA
136824	1908	4	9	1908	4	9	3022	Albatross	Albatross	KEC_1/4/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	40	76	NA	Atherinomorus_duodecimalis 7.1	Tagbilaran_Channel	Tag	Tagb	9.6150092	123.88	sent_to_TAMUCC	1	John_Whalen	NA	collected	NA
150924	1908	4	8	1908	4	8	3021	Albatross	Albatross	Kent-EG_5/17/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	11	NA	NA	Atherinomorus_duodecimalis 7.2	Mantatao_Id	Mtt	Pand	NA	NA	collected	1	John_Whalen	KEC all individuals had tubercle	to_collect	0
136827	1909	3	23	1909	3	23	3370	Albatross	Albatross	seeNotes_KEC_3/25/2022_check6. Eric=ID ok but 3 smalles cannot ID on 6/26/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	14	NA	24-47_most_small-mid	Atherinomorus_duodecimalis 7.2	Pandanon_Id	Pnd	Pand	NA	NA	collected	1	John_Whalen	Eric=ID ok but 3 smalles cannot ID	to_collect	NA
Boh-2021-03_01	2021	11	7	2021	11	7	44507	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	PIRE	Boh-2021-03_01	21	NA	NA	Atherinomorus_duodecimalis 7.2	Pandanon_Id	Pnd	Pand	10.1727237	124.078053	NA	NA	John_Whalen	NA	NA	NA
Boh-2021-02_10	2021	11	6	2021	11	6	44506	Contemporary	Kent	Kent	SUML	NA	NA	NA	1	DESS	PIRE	Boh-2021-02_10	25	NA	NA	Atherinomorus_duodecimalis 7.2	Pandanon_Id	Pnd	Pand	10.1727237	124.078053	NA	NA	John_Whalen	NA	NA	NA
Sul-2021-05_02	2021	10	14	2021	10	14	44483	Contemporary	Abner_Akkil_Argamar	Abner	ODU	NA	NA	NA	NA	DESS	PIRE	Sul-2021-05_02	120	NA	NA	Atherinomorus_duodecimalis 8	Bongao_Channel	Taw	Tawi	NA	NA	sent_to_TAMUCC	NA	NA	Stored_in_DESS	NA	NA
Sul-2019-01_01	2019	5	24	2019	5	24	43609	Contemporary	NA	Kent	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	61	NA	NA	Atherinomorus_duodecimalis 8	Bongao_Fish_Market,_Tawi-Tawi	Taw	Tawi	5.029866	119.775417	pending	NA	Eric_Garcia	NA	NA	NA
136844	1908	2	18	1908	2	18	2971	Albatross	Albatross	Kent-Ivan	ODU	Yes_	NA	NA	2	EtOH	PIRE	NA	52	NA	NA	Atherinomorus_duodecimalis 8	Dos_Amigos_Bay	Taw	Tawi	5.0345263	119.744525	sent_to_TAMUCC	1	Eric_Garcia	28_sent	sent_to_TAMUCC	NA
136830	1908	2	20	1908	2	20	2973	Albatross	Albatross	NA	ODU	NA	NA	NA	1	EtOH	PIRE	NA	25	NA	NA	Atherinomorus_duodecimalis 8	Tataan_Pass_Anchorage	Taw	Tawi	5.0345263	119.744525	sent_to_TAMUCC	1	Eric_Garcia	25_corect_ID._4_Hypoatherina_probably_temminck_but_needs_checking._5_Atherinomorus_prob._NOT_duodecimalis._6_too_small_do_ID/do_anything. Individual Adu-ATaw_071 is contaminated. Tissue was drop to floor but continue with extraction given the low number of individuals. To assess level of contamination	pending	NA
136823	1909	4	1	1909	4	1	3379	Albatross	Albatross	Eric_10/12/22_Kent_3/25/22	ODU	G02?_tube_location	NA	NA	1	EtOH	PIRE	NA	174	35	20-43_most_mid-large	Atherinomorus_duodecimalis 9	Mantaguin_Bay	Mtg	Narr	9.2263186	118.423605	sent_to_TAMUCC	1	Eric_Garcia	Eric checked all individuals Oct12,2022. Few that were wrong spp or could not be confirmed are separated inside dram vials. Lot good to go. KEC_checked_ONLY_6_specimens_&_all_appear_to_be_A._duo._NOTE:_EACH_SPECIMEN_SHOULD_BE_CHECKED_PRIOR_TO_SUBSAMPLING.	to_collect	0
Pal-2022-01_08	2022	8	6	2022	8	6	44779	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	PIRE	PAL-2022-01_08	115	NA	NA	Atherinomorus_duodecimalis 9	Narra, Palawan	Nar	Narr	NA	NA	sent_to_TAMUCC	NA	NA	NA	collected	NA
Cor-2022-01_004	2022	8	5	2022	8	5	44778	Contemporary	Jem_Chandy	JGB & CJ	ODU	NA	NA	NA	1	DESS	PIRE	COR-2022-01_004	97	NA	NA	Atherinomorus_endrachtensis	Barangay_Tagumpay	Cor	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bol-2022-02_07	2022	7	27	2022	7	27	44769	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	PIRE	Bol-2022-02_07	100	NA	NA	Atherinomorus_endrachtensis	Bolinao_Landing	Bol	Bln	16.4238962	119.940735	see_notes	0	Eric Garcia	connectivity	NA	NA
Sul-2021-05_01	2021	10	14	2021	10	14	44483	Contemporary	Abner_Akkil_Argamar	Abner	SUML	NA	NA	NA	NA	DESS	Connectivity	Sul-2021-05_01	35	NA	NA	Atherinomorus_endrachtensis	Bongao_Channel	NA	NA	5.0345263	119.744525	pending	NA	NA	Stored_in_DESS	NA	NA
Bat-2018-004_006	2018	11	9	2018	11	9	43413	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	1.1.4.4	16	2	EtOH	PIRE	Bat-2018-004_(006)	63	NA	NA	Atherinomorus_endrachtensis	Hamilo_Cove	Bat	HamC	14.1779794	120.599424	Lib_Prep2	1	Rene_&_Brendan	Same_site_as_Bat-2018-006_(008)._Need_to_know_which_indivividuals_came_from_which_lot	NA	60
Bat-2018-006_008	2018	11	9	2018	11	9	43413	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	NA	NA	2	EtOH	PIRE	Bat-2018-006_(008)	73	NA	NA	Atherinomorus_endrachtensis	Hamilo_Cove	Bat	HamC	14.1779794	120.599424	Lib_Prep2	1	Rene_&_Brendan	Same_site_as_Bat-2018-004_(006) Need_to_know_which_indivividuals_came_from_which_lot	NA	60
143288	1908	7	12	1908	7	12	3116	Albatross	Albatross	Kent_Maddy	ODU	Y	NA	NA	1	EtOH	PIRE	NA	60	NA	NA	Atherinomorus_endrachtensis	Jamelo_Cove	Ham	HamC	14.1779794	120.599424	sent_to_TAMUCC	1	Rene_&_Brendan	#1-30_AE_Buffer;_#31-60_EB_Buffer	collected_full	136
Pal-2022-05_07	2022	8	16	2022	8	16	44789	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_05_07	100	NA	NA	Atherinomorus_endrachtensis	Malampaya, Palawan	Mal	Mala	NA	NA	collected	NA	NA	collected by fishermen of Liminangcong	collected	NA
Boh-2021-03_02	2021	11	7	2021	11	7	44507	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	Connectivity	Boh-2021-03_02	3	NA	NA	Atherinomorus_endrachtensis	Pandanon_Id	Pnd	NA	10.1727237	124.078053	NA	NA	NA	NA	NA	NA
136804	1908	4	23	1908	4	23	3036	Albatross	Albatross	TO_ID	ODU	Yes_	NA	NA	1	EtOH	PIRE	NA	30	NA	45-80	Atherinomorus_endrachtensis	Port_Busin	Bur	Buri	13.12921	122.97338	to_collect	3	NA	New_lot.	to_collect	NA
136807	1908	11	18	1908	11	18	3245	Albatross	Albatross	Kent_Maddy	ODU	Y	NA	NA	1	EtOH	PIRE	NA	104	NA	41-52	Atherinomorus_endrachtensis	Port_San_Vicente	Vic	Vice	18.5154096	122.138975	to_collect	2	NA	New_lot._To_determine_priority.	to_collect	NA
Mas-2022-02_03	2022	4	18	2022	4	18	44669	Contemporary	Kent	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	NA	33	NA	NA	Atherinomorus_endrachtensis	San Pascual, Burias Is., Masbate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cam-2019-022_037	2019	6	29	2019	6	29	43645	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	Cam-2019-22_(037)	31	NA	NA	Atherinomorus_endrachtensis	San_Jose	Jos	NA	NA	NA	pending	3	NA	Barangay_Dolo_Sitio_Talisay	NA	Connectivity
Cam-2019-019_033	2019	6	26	2019	6	26	43642	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	Cam-2019-19_(033)	74	NA	NA	Atherinomorus_endrachtensis	San_Jose	Jos	NA	NA	NA	pending	3	NA	Barangay_Dolo_Sitio_Talisay	NA	Connectivity
Luz-2017-027_001	2017	11	1	2017	11	1	43040	Contemporary	Kent	Ivan	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	Luz-2017-27_(230,_234)	100	NA	NA	Atherinomorus_endrachtensis	Tabaco_Bay	Tab	NA	NA	NA	collected	collected	NA	Originally_identified_as_A._duodecimalis._Matnog_Bay_samples_probably_best.	collected_full	Connectivity
Boh-2021-08_02	2021	11	11	2021	11	11	44511	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	Connectivity	Boh-2021-08_02	79	NA	NA	Atherinomorus_endrachtensis	Tagbilaran	Tag	Tagb	9.6400092	123.84784	_	NA	NA	NA	NA	NA
136846	1909	6	17	1909	6	17	3456	Albatross	Albatross	Kent-EG_5/17/22	ODU	Yes_	NA	NA	1	EtOH	PIRE	NA	44	NA	46-49	Atherinomorus_lacunosus	Atulayan_Bay	Atu	AtuB	13.3772616	123.745537	to_collect	2	Eric_Garcia	Mixed lot = 44 A. lacunosus, 3 Adu. Individuals column used to say ""44 (+3 Adu)""	collected_partial	6
Sam-2022-02_01	2022	2	2	2022	2	2	44594	Contemporary	Kent&Abner	Kent	NA	NA	NA	NA	1	DESS	NA	Sam_02_2022_01	11	NA	NA	Atherinomorus_lacunosus	Cabacungan,_Allen,_Northern_Samar	Cab	NA	NA	NA	NA	NA	NA	NA	NA	NA
136869	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	Kent_3/22/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	26	NA	20-41_most_mid-range	Atherinomorus_lacunosus	Dupon_Bay	Dup	NA	NA	NA	to_collect	3	NA	WRONG_ID._KEC_identified_as_Atherinomorus_lacunosus_instead_of_A._duo.	to_collect	NA
136821	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	Kent_3/22/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	18	NA	35-68_most_mid-range	Atherinomorus_regina	Cagayan_de_Jolo	Map	Mapu	6.9623337	118.479164	see_notes	2	Eric_Garcia	WRONG_ID._KEC_identified_as_Atherinomorus_regina_instead_of_A._duo._Cagayan_De_Jolo_(South);_Jolo_Sea,_previously_requested,_SI_staff_could_not_find_lot	Collection_status	NA
Ley-2022-04_04	2022	11	10	2022	11	10	44875	Contemporary	Kent_Abner	Kent_Abner	ODU				1	DESS		LEY-2022_04_04	110			Atherinomourus_duodecimalas	Dupon Bay, Isabel, Leyte	NA	NA	NA	NA	collected			Duplicate bottle label, changed from LEY_2022_04_03 to LEY-2022_04_04		
NA	2023	6	12	2023	6	12	45089	Contemporary	AB	NA	ODU	NA	NA	NA	1	DESS	NA	NA	110	NA	NA	Atherinomourus_endrachtensis	Bais, Negros Or.	NA	NA	6.1098091	120.977508	collected	NA	NA	NA	NA	NA
Ley-2022-04_03	2022	11	10	2022	11	10	44875	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	1	DESS	NA	LEY-2022_04_03	8	NA	NA	Atherinomourus_endrachtensis	Dupon Bay, Isabel, Leyte	NA	NA	NA	NA	collected	NA	NA	NA	NA	NA
191951	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	TO_ID	USNM_to_bring	NA	NA	NA	NA	EtOH	PIRE	NA	27	NA	NA	Auigequula_fasciata	Jamelo_Cove	Ham	HamC	14.1810585	120.604616	to_collect	1	NA	NA	to_collect	0
139338	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	TO_ID	USNM_to_bring	NA	NA	NA	NA	EtOH	PIRE	NA	24	NA	NA	Awaous_ocellaris	Paluan_River	Pln	PlnR	13.4149729	120.45667	to_collect	2	NA	NA	to_collect	NA
