gcl_sequence_id	pire_sequence_id	extraction_id
AdA0305607H	Adu-ASub_056-Ex1-7H-lcwgs-1-2	Adu-ASub_056-Ex1
AdA0305708A2	Adu-ASub_057-Ex1-8A-lcwgs-1-2	Adu-ASub_057-Ex1
AdA0305808B	Adu-ASub_058-Ex1-8B-lcwgs-1-2	Adu-ASub_058-Ex1
AdA0305908C	Adu-ASub_059-Ex1-8C-lcwgs-1-2	Adu-ASub_059-Ex1
AdA0306008D	Adu-ASub_060-Ex1-8D-lcwgs-1-2	Adu-ASub_060-Ex1
AdA0306108E	Adu-ASub_061-Ex1-8E-lcwgs-1-2	Adu-ASub_061-Ex1
AdA0306208F	Adu-ASub_062-Ex1-8F-lcwgs-1-2	Adu-ASub_062-Ex1
AdA0306308G	Adu-ASub_063-Ex1-8G-lcwgs-1-2	Adu-ASub_063-Ex1
AdA0306408H	Adu-ASub_064-Ex1-8H-lcwgs-1-2	Adu-ASub_064-Ex1
AdA0306509A	Adu-ASub_065-Ex1-9A-lcwgs-1-2	Adu-ASub_065-Ex1
AdA0306609B	Adu-ASub_066-Ex1-9B-lcwgs-1-2	Adu-ASub_066-Ex1
AdA0306709C	Adu-ASub_067-Ex1-9C-lcwgs-1-2	Adu-ASub_067-Ex1
AdA0306809D	Adu-ASub_068-Ex1-9D-lcwgs-1-2	Adu-ASub_068-Ex1
AdC0603801A	Adu-CSub_038-Ex1-1A-lcwgs-1-2	Adu-CSub_038-Ex1
AdC0605101B	Adu-CSub_051-Ex1-1B-lcwgs-1-2	Adu-CSub_051-Ex1
AdC0600501D	Adu-CSub_005-Ex1-1D-lcwgs-1-2	Adu-CSub_005-Ex1
AdC0601801E	Adu-CSub_018-Ex1-1E-lcwgs-1-2	Adu-CSub_018-Ex1
AdC0604601F	Adu-CSub_046-Ex1-1F-lcwgs-1-2	Adu-CSub_046-Ex1
AdC0603401G	Adu-CSub_034-Ex1-1G-lcwgs-1-2	Adu-CSub_034-Ex1
AdC0602001H	Adu-CSub_020-Ex1-1H-lcwgs-1-2	Adu-CSub_020-Ex1
AdC0605202A	Adu-CSub_052-Ex1-2A-lcwgs-1-2	Adu-CSub_052-Ex1
AdC0600802B	Adu-CSub_008-Ex1-2B-lcwgs-1-2	Adu-CSub_008-Ex1
AdC0600702C	Adu-CSub_007-Ex1-2C-lcwgs-1-2	Adu-CSub_007-Ex1
AdC0605902D	Adu-CSub_059-Ex1-2D-lcwgs-1-2	Adu-CSub_059-Ex1
AdC0607402E	Adu-CSub_074-Ex1-2E-lcwgs-1-2	Adu-CSub_074-Ex1
AdC0604902H	Adu-CSub_049-Ex1-2H-lcwgs-1-2	Adu-CSub_049-Ex1
AdC0601503D	Adu-CSub_015-Ex1-3D-lcwgs-1-2	Adu-CSub_015-Ex1
AdC0602203G	Adu-CSub_022-Ex1-3G-lcwgs-1-2	Adu-CSub_022-Ex1
AdC0609103H	Adu-CSub_091-Ex1-3H-lcwgs-1-2	Adu-CSub_091-Ex1
AdC0601104B	Adu-CSub_011-Ex1-4B-lcwgs-1-2	Adu-CSub_011-Ex1
AdC0608504C	Adu-CSub_085-Ex1-4C-lcwgs-1-2	Adu-CSub_085-Ex1
AdC0602304D	Adu-CSub_023-Ex1-4D-lcwgs-1-2	Adu-CSub_023-Ex1
AdC0605004F	Adu-CSub_050-Ex1-4F-lcwgs-1-2	Adu-CSub_050-Ex1
AdC0604104G	Adu-CSub_041-Ex1-4G-lcwgs-1-2	Adu-CSub_041-Ex1
AdC0607305A	Adu-CSub_073-Ex1-5A-lcwgs-1-2	Adu-CSub_073-Ex1
AdC0601705B	Adu-CSub_017-Ex1-5B-lcwgs-1-2	Adu-CSub_017-Ex1
AdC0602605C	Adu-CSub_026-Ex1-5C-lcwgs-1-2	Adu-CSub_026-Ex1
AdC0606005D	Adu-CSub_060-Ex1-5D-lcwgs-1-2	Adu-CSub_060-Ex1
AdC0609505G	Adu-CSub_095-Ex1-5G-lcwgs-1-2	Adu-CSub_095-Ex1
AdC0604506A	Adu-CSub_045-Ex1-6A-lcwgs-1-2	Adu-CSub_045-Ex1
AdC0601006B	Adu-CSub_010-Ex1-6B-lcwgs-1-2	Adu-CSub_010-Ex1
AdC0602706C	Adu-CSub_027-Ex1-6C-lcwgs-1-2	Adu-CSub_027-Ex1
AdC0607206D	Adu-CSub_072-Ex1-6D-lcwgs-1-2	Adu-CSub_072-Ex1
AdC0602406E	Adu-CSub_024-Ex1-6E-lcwgs-1-2	Adu-CSub_024-Ex1
AdC0607506F	Adu-CSub_075-Ex1-6F-lcwgs-1-2	Adu-CSub_075-Ex1
AdC0604206G	Adu-CSub_042-Ex1-6G-lcwgs-1-2	Adu-CSub_042-Ex1
AdC0600406H	Adu-CSub_004-Ex1-6H-lcwgs-1-2	Adu-CSub_004-Ex1
AdC0601307A	Adu-CSub_013-Ex1-7A-lcwgs-1-2	Adu-CSub_013-Ex1
AdC0608907B	Adu-CSub_089-Ex1-7B-lcwgs-1-2	Adu-CSub_089-Ex1
AdC0602507C	Adu-CSub_025-Ex1-7C-lcwgs-1-2	Adu-CSub_025-Ex1
AdC0608307D	Adu-CSub_083-Ex1-7D-lcwgs-1-2	Adu-CSub_083-Ex1
AdC0605307E	Adu-CSub_053-Ex1-7E-lcwgs-1-2	Adu-CSub_053-Ex1
AdC0603107F	Adu-CSub_031-Ex1-7F-lcwgs-1-2	Adu-CSub_031-Ex1
AdC0606807G	Adu-CSub_068-Ex1-7G-lcwgs-1-2	Adu-CSub_068-Ex1
AdC0600107H	Adu-CSub_001-Ex1-7H-lcwgs-1-2	Adu-CSub_001-Ex1
AdC0602908B	Adu-CSub_029-Ex1-8B-lcwgs-1-2	Adu-CSub_029-Ex1
AdC0608808C	Adu-CSub_088-Ex1-8C-lcwgs-1-2	Adu-CSub_088-Ex1
AdC0606708E	Adu-CSub_067-Ex1-8E-lcwgs-1-2	Adu-CSub_067-Ex1
AdC0608408F	Adu-CSub_084-Ex1-8F-lcwgs-1-2	Adu-CSub_084-Ex1
AdC0609008G	Adu-CSub_090-Ex1-8G-lcwgs-1-2	Adu-CSub_090-Ex1
AdC0607108H	Adu-CSub_071-Ex1-8H-lcwgs-1-2	Adu-CSub_071-Ex1
AdA1501002B	Adu-ASub_010-Ex1-2B-lcwgs-1-3	Adu-ASub_010-Ex1
AdA1501102C	Adu-ASub_011-Ex1-2C-lcwgs-1-3	Adu-ASub_011-Ex1
AdA1501803B	Adu-ASub_018-Ex1-3B-lcwgs-1-3	Adu-ASub_018-Ex1
AdA1501903C	Adu-ASub_019-Ex1-3C-lcwgs-1-3	Adu-ASub_019-Ex1
AdA1502103E	Adu-ASub_021-Ex1-3E-lcwgs-1-3	Adu-ASub_021-Ex1
AdA1502303G	Adu-ASub_023-Ex1-3G-lcwgs-1-3	Adu-ASub_023-Ex1
AdA1502403H	Adu-ASub_024-Ex1-3H-lcwgs-1-3	Adu-ASub_024-Ex1
AdA1502504A	Adu-ASub_025-Ex1-4A-lcwgs-1-3	Adu-ASub_025-Ex1
AdA1502604B	Adu-ASub_026-Ex1-4B-lcwgs-1-3	Adu-ASub_026-Ex1
AdA1502704C	Adu-ASub_027-Ex1-4C-lcwgs-1-3	Adu-ASub_027-Ex1
AdA1502804D	Adu-ASub_028-Ex1-4D-lcwgs-1-3	Adu-ASub_028-Ex1
AdA1502904E	Adu-ASub_029-Ex1-4E-lcwgs-1-3	Adu-ASub_029-Ex1
AdA1503004F	Adu-ASub_030-Ex1-4F-lcwgs-1-3	Adu-ASub_030-Ex1
AdA1503104G	Adu-ASub_031-Ex1-4G-lcwgs-1-3	Adu-ASub_031-Ex1
AdA1503305A	Adu-ASub_033-Ex1-5A-lcwgs-1-3	Adu-ASub_033-Ex1
AdA1503405B	Adu-ASub_034-Ex1-5B-lcwgs-1-3	Adu-ASub_034-Ex1
AdA1503505C	Adu-ASub_035-Ex1-5C-lcwgs-1-3	Adu-ASub_035-Ex1
AdA1503605D	Adu-ASub_036-Ex1-5D-lcwgs-1-3	Adu-ASub_036-Ex1
AdA1503705E	Adu-ASub_037-Ex1-5E-lcwgs-1-3	Adu-ASub_037-Ex1
AdA1503805F	Adu-ASub_038-Ex1-5F-lcwgs-1-3	Adu-ASub_038-Ex1
AdA1504106A	Adu-ASub_041-Ex1-6A-lcwgs-1-3	Adu-ASub_041-Ex1
AdA1504206B	Adu-ASub_042-Ex1-6B-lcwgs-1-3	Adu-ASub_042-Ex1
AdA1504306C	Adu-ASub_043-Ex1-6C-lcwgs-1-3	Adu-ASub_043-Ex1
AdA1504406D	Adu-ASub_044-Ex1-6D-lcwgs-1-3	Adu-ASub_044-Ex1
AdA1504506E	Adu-ASub_045-Ex1-6E-lcwgs-1-3	Adu-ASub_045-Ex1
AdA0304606F1	Adu-ASub_046-Ex1-6F-lcwgs-1-3	Adu-ASub_046-Ex1
AdA0304706G1	Adu-ASub_047-Ex1-6G-lcwgs-1-3	Adu-ASub_047-Ex1
AdA0304806H1	Adu-ASub_048-Ex1-6H-lcwgs-1-3	Adu-ASub_048-Ex1
AdA0304907A1	Adu-ASub_049-Ex1-7A-lcwgs-1-3	Adu-ASub_049-Ex1
AdA0305007B1	Adu-ASub_050-Ex1-7B-lcwgs-1-3	Adu-ASub_050-Ex1
AdA0305107C1	Adu-ASub_051-Ex1-7C-lcwgs-1-3	Adu-ASub_051-Ex1
AdA0305207D	Adu-ASub_052-Ex1-7D-lcwgs-1-3	Adu-ASub_052-Ex1
AdA0305307E	Adu-ASub_053-Ex1-7E-lcwgs-1-3	Adu-ASub_053-Ex1
AdA0305407F	Adu-ASub_054-Ex1-7F-lcwgs-1-3	Adu-ASub_054-Ex1
AdA0305507G	Adu-ASub_055-Ex1-7G-lcwgs-1-3	Adu-ASub_055-Ex1
AdA0305607H	Adu-ASub_056-Ex1-7H-lcwgs-1-3	Adu-ASub_056-Ex1
AdA0305708A2	Adu-ASub_057-Ex1-8A-lcwgs-1-3	Adu-ASub_057-Ex1
AdA0305808B	Adu-ASub_058-Ex1-8B-lcwgs-1-3	Adu-ASub_058-Ex1
AdA0305908C	Adu-ASub_059-Ex1-8C-lcwgs-1-3	Adu-ASub_059-Ex1
AdA0306008D	Adu-ASub_060-Ex1-8D-lcwgs-1-3	Adu-ASub_060-Ex1
AdA0306108E	Adu-ASub_061-Ex1-8E-lcwgs-1-3	Adu-ASub_061-Ex1
AdA0306208F	Adu-ASub_062-Ex1-8F-lcwgs-1-3	Adu-ASub_062-Ex1
AdA0306308G	Adu-ASub_063-Ex1-8G-lcwgs-1-3	Adu-ASub_063-Ex1
AdA0306408H	Adu-ASub_064-Ex1-8H-lcwgs-1-3	Adu-ASub_064-Ex1
AdA0306509A	Adu-ASub_065-Ex1-9A-lcwgs-1-3	Adu-ASub_065-Ex1
AdA0306609B	Adu-ASub_066-Ex1-9B-lcwgs-1-3	Adu-ASub_066-Ex1
AdA0306709C	Adu-ASub_067-Ex1-9C-lcwgs-1-3	Adu-ASub_067-Ex1
AdA0306809D	Adu-ASub_068-Ex1-9D-lcwgs-1-3	Adu-ASub_068-Ex1
AdC0603801A	Adu-CSub_038-Ex1-1A-lcwgs-1-3	Adu-CSub_038-Ex1
AdC0605101B	Adu-CSub_051-Ex1-1B-lcwgs-1-3	Adu-CSub_051-Ex1
AdC0600501D	Adu-CSub_005-Ex1-1D-lcwgs-1-3	Adu-CSub_005-Ex1
AdC0601801E	Adu-CSub_018-Ex1-1E-lcwgs-1-3	Adu-CSub_018-Ex1
AdC0604601F	Adu-CSub_046-Ex1-1F-lcwgs-1-3	Adu-CSub_046-Ex1
AdC0603401G	Adu-CSub_034-Ex1-1G-lcwgs-1-3	Adu-CSub_034-Ex1
AdC0602001H	Adu-CSub_020-Ex1-1H-lcwgs-1-3	Adu-CSub_020-Ex1
AdC0605202A	Adu-CSub_052-Ex1-2A-lcwgs-1-3	Adu-CSub_052-Ex1
AdC0600802B	Adu-CSub_008-Ex1-2B-lcwgs-1-3	Adu-CSub_008-Ex1
AdC0600702C	Adu-CSub_007-Ex1-2C-lcwgs-1-3	Adu-CSub_007-Ex1
AdC0605902D	Adu-CSub_059-Ex1-2D-lcwgs-1-3	Adu-CSub_059-Ex1
AdC0607402E	Adu-CSub_074-Ex1-2E-lcwgs-1-3	Adu-CSub_074-Ex1
AdC0604902H	Adu-CSub_049-Ex1-2H-lcwgs-1-3	Adu-CSub_049-Ex1
AdC0601503D	Adu-CSub_015-Ex1-3D-lcwgs-1-3	Adu-CSub_015-Ex1
AdC0602203G	Adu-CSub_022-Ex1-3G-lcwgs-1-3	Adu-CSub_022-Ex1
AdC0609103H	Adu-CSub_091-Ex1-3H-lcwgs-1-3	Adu-CSub_091-Ex1
AdC0601104B	Adu-CSub_011-Ex1-4B-lcwgs-1-3	Adu-CSub_011-Ex1
AdC0608504C	Adu-CSub_085-Ex1-4C-lcwgs-1-3	Adu-CSub_085-Ex1
AdC0602304D	Adu-CSub_023-Ex1-4D-lcwgs-1-3	Adu-CSub_023-Ex1
AdC0605004F	Adu-CSub_050-Ex1-4F-lcwgs-1-3	Adu-CSub_050-Ex1
AdC0604104G	Adu-CSub_041-Ex1-4G-lcwgs-1-3	Adu-CSub_041-Ex1
AdC0607305A	Adu-CSub_073-Ex1-5A-lcwgs-1-3	Adu-CSub_073-Ex1
AdC0601705B	Adu-CSub_017-Ex1-5B-lcwgs-1-3	Adu-CSub_017-Ex1
AdC0602605C	Adu-CSub_026-Ex1-5C-lcwgs-1-3	Adu-CSub_026-Ex1
AdC0606005D	Adu-CSub_060-Ex1-5D-lcwgs-1-3	Adu-CSub_060-Ex1
AdC0609505G	Adu-CSub_095-Ex1-5G-lcwgs-1-3	Adu-CSub_095-Ex1
AdC0604506A	Adu-CSub_045-Ex1-6A-lcwgs-1-3	Adu-CSub_045-Ex1
AdC0601006B	Adu-CSub_010-Ex1-6B-lcwgs-1-3	Adu-CSub_010-Ex1
AdC0602706C	Adu-CSub_027-Ex1-6C-lcwgs-1-3	Adu-CSub_027-Ex1
AdC0607206D	Adu-CSub_072-Ex1-6D-lcwgs-1-3	Adu-CSub_072-Ex1
AdC0602406E	Adu-CSub_024-Ex1-6E-lcwgs-1-3	Adu-CSub_024-Ex1
AdC0607506F	Adu-CSub_075-Ex1-6F-lcwgs-1-3	Adu-CSub_075-Ex1
AdC0604206G	Adu-CSub_042-Ex1-6G-lcwgs-1-3	Adu-CSub_042-Ex1
AdC0600406H	Adu-CSub_004-Ex1-6H-lcwgs-1-3	Adu-CSub_004-Ex1
AdC0601307A	Adu-CSub_013-Ex1-7A-lcwgs-1-3	Adu-CSub_013-Ex1
AdC0608907B	Adu-CSub_089-Ex1-7B-lcwgs-1-3	Adu-CSub_089-Ex1
AdC0602507C	Adu-CSub_025-Ex1-7C-lcwgs-1-3	Adu-CSub_025-Ex1
AdC0608307D	Adu-CSub_083-Ex1-7D-lcwgs-1-3	Adu-CSub_083-Ex1
AdC0605307E	Adu-CSub_053-Ex1-7E-lcwgs-1-3	Adu-CSub_053-Ex1
AdC0603107F	Adu-CSub_031-Ex1-7F-lcwgs-1-3	Adu-CSub_031-Ex1
AdC0606807G	Adu-CSub_068-Ex1-7G-lcwgs-1-3	Adu-CSub_068-Ex1
AdC0600107H	Adu-CSub_001-Ex1-7H-lcwgs-1-3	Adu-CSub_001-Ex1
AdC0602908B	Adu-CSub_029-Ex1-8B-lcwgs-1-3	Adu-CSub_029-Ex1
AdC0608808C	Adu-CSub_088-Ex1-8C-lcwgs-1-3	Adu-CSub_088-Ex1
AdC0606708E	Adu-CSub_067-Ex1-8E-lcwgs-1-3	Adu-CSub_067-Ex1
AdC0608408F	Adu-CSub_084-Ex1-8F-lcwgs-1-3	Adu-CSub_084-Ex1
AdC0609008G	Adu-CSub_090-Ex1-8G-lcwgs-1-3	Adu-CSub_090-Ex1
AdC0607108H	Adu-CSub_071-Ex1-8H-lcwgs-1-3	Adu-CSub_071-Ex1
AduATag001	Adu-ATag_001-Ex1-9E-lcwgs-1-2	Adu-ATag_001-Ex1
AduATag002	Adu-ATag_002-Ex1-9F-lcwgs-1-2	Adu-ATag_002-Ex1
AduATag003	Adu-ATag_003-Ex1-9G-lcwgs-1-2	Adu-ATag_003-Ex1
AduATag004	Adu-ATag_004-Ex1-9H-lcwgs-1-2	Adu-ATag_004-Ex1
AduATag005	Adu-ATag_005-Ex1-10A-lcwgs-1-2	Adu-ATag_005-Ex1
AduATag006	Adu-ATag_006-Ex1-10B-lcwgs-1-2	Adu-ATag_006-Ex1
AduATag007	Adu-ATag_007-Ex1-10C-lcwgs-1-2	Adu-ATag_007-Ex1
AduATag008	Adu-ATag_008-Ex1-10D-lcwgs-1-2	Adu-ATag_008-Ex1
AduATag009	Adu-ATag_009-Ex1-10E-lcwgs-1-2	Adu-ATag_009-Ex1
AduATag010	Adu-ATag_010-Ex1-10F-lcwgs-1-2	Adu-ATag_010-Ex1
AduATag011	Adu-ATag_011-Ex1-10G-lcwgs-1-2	Adu-ATag_011-Ex1
AduATag012	Adu-ATag_012-Ex1-10H-lcwgs-1-2	Adu-ATag_012-Ex1
AduATag013	Adu-ATag_013-Ex1-11A-lcwgs-1-2	Adu-ATag_013-Ex1
AduATag014	Adu-ATag_014-Ex1-11B-lcwgs-1-2	Adu-ATag_014-Ex1
AduATag015	Adu-ATag_015-Ex1-11C-lcwgs-1-2	Adu-ATag_015-Ex1
AduATag016	Adu-ATag_016-Ex1-11D-lcwgs-1-2	Adu-ATag_016-Ex1
AduATag017	Adu-ATag_017-Ex1-11E-lcwgs-1-2	Adu-ATag_017-Ex1
AduATag018	Adu-ATag_018-Ex1-11F-lcwgs-1-2	Adu-ATag_018-Ex1
AduATag019	Adu-ATag_019-Ex1-11G-lcwgs-1-2	Adu-ATag_019-Ex1
AduATag020	Adu-ATag_020-Ex1-11H-lcwgs-1-2	Adu-ATag_020-Ex1
AduATag021	Adu-ATag_021-Ex1-12A-lcwgs-1-2	Adu-ATag_021-Ex1
AduATag022	Adu-ATag_022-Ex1-12B-lcwgs-1-2	Adu-ATag_022-Ex1
AduATag023	Adu-ATag_023-Ex1-12C-lcwgs-1-2	Adu-ATag_023-Ex1
AduATag024	Adu-ATag_024-Ex1-12D-lcwgs-1-2	Adu-ATag_024-Ex1
AduATag025	Adu-ATag_025-Ex1-12E-lcwgs-1-2	Adu-ATag_025-Ex1
AduATag026	Adu-ATag_026-Ex1-12F-lcwgs-1-2	Adu-ATag_026-Ex1
AduATag027	Adu-ATag_027-Ex1-12G-lcwgs-1-2	Adu-ATag_027-Ex1
AduATag028	Adu-ATag_028-Ex1-12H-lcwgs-1-2	Adu-ATag_028-Ex1
AduATag029	Adu-ATag_029-Ex1-1A-lcwgs-1-2	Adu-ATag_029-Ex1
AduATag030	Adu-ATag_030-Ex1-1B-lcwgs-1-2	Adu-ATag_030-Ex1
AduATag031	Adu-ATag_031-Ex1-1C-lcwgs-1-2	Adu-ATag_031-Ex1
AduATag032	Adu-ATag_032-Ex1-1D-lcwgs-1-2	Adu-ATag_032-Ex1
AduATag033	Adu-ATag_033-Ex1-1E-lcwgs-1-2	Adu-ATag_033-Ex1
AduATag034	Adu-ATag_034-Ex1-1F-lcwgs-1-2	Adu-ATag_034-Ex1
AduATag035	Adu-ATag_035-Ex1-1G-lcwgs-1-2	Adu-ATag_035-Ex1
AduATag036	Adu-ATag_036-Ex1-1H-lcwgs-1-2	Adu-ATag_036-Ex1
AduATag037	Adu-ATag_037-Ex1-2A-lcwgs-1-2	Adu-ATag_037-Ex1
AduATag038	Adu-ATag_038-Ex1-2B-lcwgs-1-2	Adu-ATag_038-Ex1
AduATag039	Adu-ATag_039-Ex1-2C-lcwgs-1-2	Adu-ATag_039-Ex1
AduATag040	Adu-ATag_040-Ex1-2D-lcwgs-1-2	Adu-ATag_040-Ex1
AduCTag001	Adu-CTag_001-Ex1-9E-lcwgs-1-2	Adu-CTag_001-Ex1
AduCTag002	Adu-CTag_002-Ex1-1E-lcwgs-1-2	Adu-CTag_002-Ex1
AduCTag003	Adu-CTag_003-Ex1-9B-lcwgs-1-2	Adu-CTag_003-Ex1
AduCTag004	Adu-CTag_004-Ex1-9F-lcwgs-1-2	Adu-CTag_004-Ex1
AduCTag005	Adu-CTag_005-Ex1-10C-lcwgs-1-2	Adu-CTag_005-Ex1
AduCTag006	Adu-CTag_006-Ex1-1A-lcwgs-1-2	Adu-CTag_006-Ex1
AduCTag008	Adu-CTag_008-Ex1-2A-lcwgs-1-2	Adu-CTag_008-Ex1
AduCTag009	Adu-CTag_009-Ex1-2H-lcwgs-1-2	Adu-CTag_009-Ex1
AduCTag010	Adu-CTag_010-Ex1-4B-lcwgs-1-2	Adu-CTag_010-Ex1
AduCTag011	Adu-CTag_011-Ex1-9C-lcwgs-1-2	Adu-CTag_011-Ex1
AduCTag012	Adu-CTag_012-Ex1-4G-lcwgs-1-2	Adu-CTag_012-Ex1
AduCTag013	Adu-CTag_013-Ex1-9G-lcwgs-1-2	Adu-CTag_013-Ex1
AduCTag017	Adu-CTag_017-Ex1-11F-lcwgs-1-2	Adu-CTag_017-Ex1
AduCTag019	Adu-CTag_019-Ex1-11E-lcwgs-1-2	Adu-CTag_019-Ex1
AduCTag021	Adu-CTag_021-Ex1-10H-lcwgs-1-2	Adu-CTag_021-Ex1
AduCTag023	Adu-CTag_023-Ex1-11C-lcwgs-1-2	Adu-CTag_023-Ex1
AduCTag024	Adu-CTag_024-Ex1-12A-lcwgs-1-2	Adu-CTag_024-Ex1
AduCTag027	Adu-CTag_027-Ex1-10D-lcwgs-1-2	Adu-CTag_027-Ex1
AduCTag028	Adu-CTag_028-Ex1-11D-lcwgs-1-2	Adu-CTag_028-Ex1
AduCTag030	Adu-CTag_030-Ex1-10E-lcwgs-1-2	Adu-CTag_030-Ex1
AduCTag031	Adu-CTag_031-Ex1-2B-lcwgs-1-2	Adu-CTag_031-Ex1
AduCTag032	Adu-CTag_032-Ex1-9D-lcwgs-1-2	Adu-CTag_032-Ex1
AduCTag033	Adu-CTag_033-Ex1-3A-lcwgs-1-2	Adu-CTag_033-Ex1
AduCTag034	Adu-CTag_034-Ex1-10A-lcwgs-1-2	Adu-CTag_034-Ex1
AduCTag035	Adu-CTag_035-Ex1-12E-lcwgs-1-2	Adu-CTag_035-Ex1
AduCTag037	Adu-CTag_037-Ex1-10G-lcwgs-1-2	Adu-CTag_037-Ex1
AduCTag038	Adu-CTag_038-Ex1-12C-lcwgs-1-2	Adu-CTag_038-Ex1
AduCTag039	Adu-CTag_039-Ex1-9H-lcwgs-1-2	Adu-CTag_039-Ex1
AduCTag045	Adu-CTag_045-Ex1-3H-lcwgs-1-2	Adu-CTag_045-Ex1
AduCTag046	Adu-CTag_046-Ex1-4F-lcwgs-1-2	Adu-CTag_046-Ex1
AduCTag047	Adu-CTag_047-Ex1-3C-lcwgs-1-2	Adu-CTag_047-Ex1
AduCTag049	Adu-CTag_049-Ex1-12F-lcwgs-1-2	Adu-CTag_049-Ex1
AduCTag051	Adu-CTag_051-Ex1-4A-lcwgs-1-2	Adu-CTag_051-Ex1
AduCTag059	Adu-CTag_059-Ex1-2D-lcwgs-1-2	Adu-CTag_059-Ex1
AduCTag070	Adu-CTag_070-Ex1-3B-lcwgs-1-2	Adu-CTag_070-Ex1
AduCTag073	Adu-CTag_073-Ex1-12B-lcwgs-1-2	Adu-CTag_073-Ex1
AduCTag076	Adu-CTag_076-Ex1-4C-lcwgs-1-2	Adu-CTag_076-Ex1
AduCTag079	Adu-CTag_079-Ex1-3E-lcwgs-1-2	Adu-CTag_079-Ex1
AduCTag083	Adu-CTag_083-Ex1-4E-lcwgs-1-2	Adu-CTag_083-Ex1
AduCTag084	Adu-CTag_084-Ex1-1H-lcwgs-1-2	Adu-CTag_084-Ex1
AduCTag085	Adu-CTag_085-Ex1-12D-lcwgs-1-2	Adu-CTag_085-Ex1
AduCTag086	Adu-CTag_086-Ex1-10B-lcwgs-1-2	Adu-CTag_086-Ex1
AduCTag087	Adu-CTag_087-Ex1-1D-lcwgs-1-2	Adu-CTag_087-Ex1
AduCTag089	Adu-CTag_089-Ex1-11A-lcwgs-1-2	Adu-CTag_089-Ex1
AduCTag092	Adu-CTag_092-Ex1-4D-lcwgs-1-2	Adu-CTag_092-Ex1
AduCTag093	Adu-CTag_093-Ex1-10F-lcwgs-1-2	Adu-CTag_093-Ex1
AduCTag095	Adu-CTag_095-Ex1-3D-lcwgs-1-2	Adu-CTag_095-Ex1
AduCTag096	Adu-CTag_096-Ex1-12G-lcwgs-1-2	Adu-CTag_096-Ex1
AdA1600101A	Adu-AGui_001-Ex1-1A-lcwgs-1-1	Adu-AGui_001-Ex1
AdA1600202A	Adu-AGui_002-Ex1-2A-lcwgs-1-1	Adu-AGui_002-Ex1
AdA1600303A	Adu-AGui_003-Ex1-3A-lcwgs-1-1	Adu-AGui_003-Ex1
AdA1600404A	Adu-AGui_004-Ex1-4A-lcwgs-1-1	Adu-AGui_004-Ex1
AdA1600505A	Adu-AGui_005-Ex1-5A-lcwgs-1-1	Adu-AGui_005-Ex1
AdA1600606A	Adu-AGui_006-Ex1-6A-lcwgs-1-1	Adu-AGui_006-Ex1
AdA1600707A	Adu-AGui_007-Ex1-7A-lcwgs-1-1	Adu-AGui_007-Ex1
AdA1600808A	Adu-AGui_008-Ex1-8A-lcwgs-1-1	Adu-AGui_008-Ex1
AdA1600909A	Adu-AGui_009-Ex1-9A-lcwgs-1-1	Adu-AGui_009-Ex1
AdA1601010A	Adu-AGui_010-Ex1-10A-lcwgs-1-1	Adu-AGui_010-Ex1
AdA1601111A	Adu-AGui_011-Ex1-11A-lcwgs-1-1	Adu-AGui_011-Ex1
AdA1601212A	Adu-AGui_012-Ex1-12A-lcwgs-1-1	Adu-AGui_012-Ex1
AdA1601301B	Adu-AGui_013-Ex1-1B-lcwgs-1-1	Adu-AGui_013-Ex1
AdA1601402B	Adu-AGui_014-Ex1-2B-lcwgs-1-1	Adu-AGui_014-Ex1
AdA1601503B	Adu-AGui_015-Ex1-3B-lcwgs-1-1	Adu-AGui_015-Ex1
AdA1601604B	Adu-AGui_016-Ex1-4B-lcwgs-1-1	Adu-AGui_016-Ex1
AdA1601705B	Adu-AGui_017-Ex1-5B-lcwgs-1-1	Adu-AGui_017-Ex1
AdA1601806B	Adu-AGui_018-Ex1-6B-lcwgs-1-1	Adu-AGui_018-Ex1
AdA1601907B	Adu-AGui_019-Ex1-7B-lcwgs-1-1	Adu-AGui_019-Ex1
AdA1602008B	Adu-AGui_020-Ex1-8B-lcwgs-1-1	Adu-AGui_020-Ex1
AdA1602109B	Adu-AGui_021-Ex1-9B-lcwgs-1-1	Adu-AGui_021-Ex1
AdA1602210B	Adu-AGui_022-Ex1-10B-lcwgs-1-1	Adu-AGui_022-Ex1
AdA1602311B	Adu-AGui_023-Ex1-11B-lcwgs-1-1	Adu-AGui_023-Ex1
AdA1602412B	Adu-AGui_024-Ex1-12B-lcwgs-1-1	Adu-AGui_024-Ex1
AdA1602505C	Adu-AGui_025-Ex1-5C-lcwgs-1-1	Adu-AGui_025-Ex1
AdA1602606C	Adu-AGui_026-Ex1-6C-lcwgs-1-1	Adu-AGui_026-Ex1
AdA1602709C	Adu-AGui_027-Ex1-9C-lcwgs-1-1	Adu-AGui_027-Ex1
AdA1602810C	Adu-AGui_028-Ex1-10C-lcwgs-1-1	Adu-AGui_028-Ex1
AdA1602911C	Adu-AGui_029-Ex1-11C-lcwgs-1-1	Adu-AGui_029-Ex1
AdA1603012C	Adu-AGui_030-Ex1-12C-lcwgs-1-1	Adu-AGui_030-Ex1
AdA1603101C	Adu-AGui_031-Ex1-1C-lcwgs-1-1	Adu-AGui_031-Ex1
